Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
20.9711	49	1	70	LastDelay	0.242207	242207	1	8
20.9711	49	1	70	FullDelay	0.242207	242207	1	8
20.9833	53	1	86	LastDelay	0.0983749	98374.9	1	4
20.9833	53	1	86	FullDelay	0.0983749	98374.9	1	4
21.0141	57	1	77	LastDelay	0	0	1	2
21.0141	57	1	77	FullDelay	0	0	1	2
21.0774	65	1	82	LastDelay	0.00355395	3553.95	1	3
21.0774	65	1	82	FullDelay	0.00355395	3553.95	1	3
21.2505	45	1	85	LastDelay	0.0457655	45765.5	1	5
21.2505	45	1	85	FullDelay	0.0457655	45765.5	1	5
21.253	57	1	78	LastDelay	0.038837	38837	1	2
21.253	57	1	78	FullDelay	0.038837	38837	1	2
21.2593	69	1	78	LastDelay	0.67052	670520	1	4
21.2593	69	1	78	FullDelay	0.67052	670520	1	4
21.2719	45	1	78	LastDelay	1.86715	1.86715e+06	1	6
21.2719	45	1	78	FullDelay	1.86715	1.86715e+06	1	6
21.2738	65	1	83	LastDelay	0	0	1	4
21.2738	65	1	83	FullDelay	0	0	1	4
21.3458	61	1	72	LastDelay	0.040395	40395	1	4
21.3458	61	1	72	FullDelay	0.040395	40395	1	4
21.352	49	1	72	LastDelay	0.223155	223155	1	7
21.352	49	1	72	FullDelay	0.223155	223155	1	7
21.3668	53	1	88	LastDelay	0.0818251	81825.1	1	4
21.3668	53	1	88	FullDelay	0.0818251	81825.1	1	4
21.4441	45	1	86	LastDelay	0.0393118	39311.8	1	4
21.4441	45	1	86	FullDelay	0.0393118	39311.8	1	4
21.4529	57	1	79	LastDelay	0.0387768	38776.8	1	2
21.4529	57	1	79	FullDelay	0.0387768	38776.8	1	2
21.4592	69	1	79	LastDelay	0.670408	670408	1	4
21.4592	69	1	79	FullDelay	0.670408	670408	1	4
21.5061	45	1	79	LastDelay	1.90132	1.90132e+06	1	16
21.5061	45	1	79	FullDelay	1.90132	1.90132e+06	1	16
21.5515	53	1	89	LastDelay	0.0665712	66571.2	1	3
21.5515	53	1	89	FullDelay	0.0665712	66571.2	1	3
21.6426	57	1	80	LastDelay	0.0284252	28425.2	1	2
21.6426	57	1	80	FullDelay	0.0284252	28425.2	1	2
21.6616	45	1	80	LastDelay	1.85686	1.85686e+06	1	7
21.6616	45	1	80	FullDelay	1.85686	1.85686e+06	1	7
21.7156	69	1	80	LastDelay	0.726862	726862	1	18
21.7156	69	1	80	FullDelay	0.726862	726862	1	18
21.7327	53	1	85	LastDelay	1.04777	1.04777e+06	1	4
21.7327	53	1	85	FullDelay	1.04777	1.04777e+06	1	4
21.7332	65	1	85	LastDelay	0.0594372	59437.2	1	6
21.7332	65	1	85	FullDelay	0.0594372	59437.2	1	6
21.7557	53	1	90	LastDelay	0.0707503	70750.3	1	3
21.7557	53	1	90	FullDelay	0.0707503	70750.3	1	3
21.7907	61	1	74	LastDelay	0.0852305	85230.5	1	5
21.7907	61	1	74	FullDelay	0.0852305	85230.5	1	5
21.799	49	1	74	LastDelay	0.270134	270134	1	6
21.799	49	1	74	FullDelay	0.270134	270134	1	6
21.8496	57	1	81	LastDelay	0.0354496	35449.6	1	2
21.8496	57	1	81	FullDelay	0.0354496	35449.6	1	2
21.8559	69	1	81	LastDelay	0.667146	667146	1	4
21.8559	69	1	81	FullDelay	0.667146	667146	1	4
21.8738	65	1	86	LastDelay	0	0	1	4
21.8738	65	1	86	FullDelay	0	0	1	4
21.8745	45	1	81	LastDelay	1.46973	1.46973e+06	1	8
21.8745	45	1	81	FullDelay	1.46973	1.46973e+06	1	8
21.9471	61	1	75	LastDelay	0.0416827	41682.7	1	4
21.9471	61	1	75	FullDelay	0.0416827	41682.7	1	4
21.9543	49	1	75	LastDelay	0.225443	225443	1	6
21.9543	49	1	75	FullDelay	0.225443	225443	1	6
21.9888	69	1	85	LastDelay	0	0	1	12
21.9888	69	1	85	FullDelay	0	0	1	12
22.0417	57	1	82	LastDelay	0.0275749	27574.9	1	2
22.0417	57	1	82	FullDelay	0.0275749	27574.9	1	2
22.0482	69	1	82	LastDelay	0.659427	659427	1	4
22.0482	69	1	82	FullDelay	0.659427	659427	1	4
22.0511	45	1	82	LastDelay	1.44628	1.44628e+06	1	4
22.0511	45	1	82	FullDelay	1.44628	1.44628e+06	1	4
22.1263	53	1	75	LastDelay	0.041368	41368	1	2
22.1263	53	1	75	FullDelay	3.64137	3.64137e+06	2	2
22.1295	65	1	75	LastDelay	0.0556656	55665.6	1	3
22.1295	65	1	75	FullDelay	2.85567	2.85567e+06	3	3
22.1888	69	1	86	LastDelay	0	0	1	15
22.1888	69	1	86	FullDelay	0	0	1	15
22.2315	61	1	66	LastDelay	0.126063	126063	1	4
22.2315	61	1	66	FullDelay	2.12606	2.12606e+06	2	4
22.2377	49	1	66	LastDelay	0.108809	108809	1	6
22.2377	49	1	66	FullDelay	2.30881	2.30881e+06	2	6
22.2601	45	1	83	LastDelay	1.45537	1.45537e+06	1	3
22.2601	45	1	83	FullDelay	1.45537	1.45537e+06	1	3
22.2707	57	1	83	LastDelay	0.0565811	56581.1	1	2
22.2707	57	1	83	FullDelay	0.0565811	56581.1	1	2
22.2777	69	1	83	LastDelay	0.688913	688913	1	4
22.2777	69	1	83	FullDelay	0.688913	688913	1	4
22.2917	53	1	79	LastDelay	0.00673795	6737.95	1	2
22.2917	53	1	79	FullDelay	3.00674	3.00674e+06	2	2
22.2948	65	1	79	LastDelay	0.0210097	21009.7	1	3
22.2948	65	1	79	FullDelay	1.82101	1.82101e+06	2	3
22.3797	61	1	69	LastDelay	0.0742648	74264.8	1	4
22.3797	61	1	69	FullDelay	1.67426	1.67426e+06	2	4
22.3829	49	1	69	LastDelay	0.053983	53983	1	5
22.3829	49	1	69	FullDelay	1.85398	1.85398e+06	2	5
22.447	57	1	84	LastDelay	0.0329017	32901.7	1	2
22.447	57	1	84	FullDelay	0.0329017	32901.7	1	2
22.4472	45	1	84	LastDelay	1.44243	1.44243e+06	1	2
22.4472	45	1	84	FullDelay	1.44243	1.44243e+06	1	2
22.4534	69	1	84	LastDelay	0.664611	664611	1	4
22.4534	69	1	84	FullDelay	0.664611	664611	1	4
22.5523	61	1	71	LastDelay	0.0468122	46812.2	1	4
22.5523	61	1	71	FullDelay	1.44681	1.44681e+06	2	4
22.5526	49	1	71	LastDelay	0.0237245	23724.5	1	5
22.5526	49	1	71	FullDelay	1.62372	1.62372e+06	2	5
22.6564	57	1	85	LastDelay	0.0422943	42294.3	1	4
22.6564	57	1	85	FullDelay	0.0422943	42294.3	1	4
22.6775	65	1	84	LastDelay	0.00370978	3709.78	1	3
22.6775	65	1	84	FullDelay	1.20371	1.20371e+06	2	3
22.7542	61	1	73	LastDelay	0.0487673	48767.3	1	4
22.7542	61	1	73	FullDelay	1.24877	1.24877e+06	2	4
22.7574	49	1	73	LastDelay	0.0285244	28524.4	1	5
22.7574	49	1	73	FullDelay	1.42852	1.42852e+06	2	5
22.8089	53	1	92	LastDelay	0.123972	123972	1	3
22.8089	53	1	92	FullDelay	0.123972	123972	1	3
22.8141	57	1	86	LastDelay	0	0	1	3
22.8141	57	1	86	FullDelay	0	0	1	3
22.8549	45	1	93	LastDelay	0.050156	50156	1	4
22.8549	45	1	93	FullDelay	0.050156	50156	1	4
22.9407	61	1	76	LastDelay	0.0352845	35284.5	1	4
22.9407	61	1	76	FullDelay	0.0352845	35284.5	1	4
22.948	49	1	76	LastDelay	1.01912	1.01912e+06	1	5
22.948	49	1	76	FullDelay	1.01912	1.01912e+06	1	5
23.0395	45	1	94	LastDelay	0.0346875	34687.5	1	2
23.0395	45	1	94	FullDelay	0.0346875	34687.5	1	2
23.0591	57	1	87	LastDelay	0.0449793	44979.3	1	2
23.0591	57	1	87	FullDelay	0.0449793	44979.3	1	2
23.0654	45	1	87	LastDelay	1.46063	1.46063e+06	1	2
23.0654	45	1	87	FullDelay	1.46063	1.46063e+06	1	2
23.0654	69	1	87	LastDelay	0.67665	676650	1	4
23.0654	69	1	87	FullDelay	0.67665	676650	1	4
23.0738	65	1	88	LastDelay	0	0	1	4
23.0738	65	1	88	FullDelay	0	0	1	4
23.1489	53	1	94	LastDelay	0.0640034	64003.4	1	3
23.1489	53	1	94	FullDelay	0.0640034	64003.4	1	3
23.1899	49	1	77	LastDelay	0.260985	260985	1	6
23.1899	49	1	77	FullDelay	0.260985	260985	1	6
23.1929	61	1	77	LastDelay	0.0874773	87477.3	1	6
23.1929	61	1	77	FullDelay	0.0874773	87477.3	1	6
23.2457	57	1	88	LastDelay	0.0315652	31565.2	1	2
23.2457	57	1	88	FullDelay	0.0315652	31565.2	1	2
23.252	69	1	88	LastDelay	0.66321	663210	1	4
23.252	69	1	88	FullDelay	0.66321	663210	1	4
23.264	45	1	95	LastDelay	0.0591874	59187.4	1	2
23.264	45	1	95	FullDelay	0.0591874	59187.4	1	2
23.2738	65	1	89	LastDelay	0	0	1	3
23.2738	65	1	89	FullDelay	0	0	1	3
23.3014	45	1	91	LastDelay	0.896601	896601	1	6
23.3014	45	1	91	FullDelay	0.896601	896601	1	6
23.3262	69	1	91	LastDelay	0.13744	137440	1	10
23.3262	69	1	91	FullDelay	0.13744	137440	1	10
23.3661	49	1	78	LastDelay	0.237204	237204	1	6
23.3661	49	1	78	FullDelay	0.237204	237204	1	6
23.3729	61	1	78	LastDelay	0.0674118	67411.8	1	6
23.3729	61	1	78	FullDelay	0.0674118	67411.8	1	6
23.4009	49	1	79	LastDelay	0.0720551	72055.1	1	6
23.4009	49	1	79	FullDelay	0.0720551	72055.1	1	6
23.4489	45	1	96	LastDelay	0.0441145	44114.5	1	2
23.4489	45	1	96	FullDelay	0.0441145	44114.5	1	2
23.4688	69	1	92	LastDelay	0.0799774	79977.4	1	4
23.4688	69	1	92	FullDelay	0.0799774	79977.4	1	4
23.4693	45	1	89	LastDelay	1.46453	1.46453e+06	1	2
23.4693	45	1	89	FullDelay	1.46453	1.46453e+06	1	2
23.4775	65	1	90	LastDelay	0.0036577	3657.7	1	4
23.4775	65	1	90	FullDelay	0.0036577	3657.7	1	4
23.4792	57	1	89	LastDelay	0.0650797	65079.7	1	3
23.4792	57	1	89	FullDelay	0.0650797	65079.7	1	3
23.4856	69	1	89	LastDelay	0.696776	696776	1	5
23.4856	69	1	89	FullDelay	0.696776	696776	1	5
23.5054	61	1	79	LastDelay	0	0	1	4
23.5054	61	1	79	FullDelay	0	0	1	4
23.5177	45	1	92	LastDelay	0.912887	912887	1	3
23.5177	45	1	92	FullDelay	0.912887	912887	1	3
23.6114	49	1	80	LastDelay	0.082474	82474	1	5
23.6114	49	1	80	FullDelay	0.082474	82474	1	5
23.6381	45	1	97	LastDelay	0.033337	33337	1	3
23.6381	45	1	97	FullDelay	0.033337	33337	1	3
23.7054	61	1	80	LastDelay	0	0	1	4
23.7054	61	1	80	FullDelay	0	0	1	4
23.7206	53	1	97	LastDelay	0.0356731	35673.1	1	2
23.7206	53	1	97	FullDelay	0.0356731	35673.1	1	2
23.8033	49	1	81	LastDelay	0.0743939	74393.9	1	5
23.8033	49	1	81	FullDelay	0.0743939	74393.9	1	5
23.8283	69	1	94	LastDelay	0.0395381	39538.1	1	9
23.8283	69	1	94	FullDelay	0.0395381	39538.1	1	9
23.864	45	1	98	LastDelay	0.0591815	59181.5	1	2
23.864	45	1	98	FullDelay	0.0591815	59181.5	1	2
23.8738	65	1	92	LastDelay	0	0	1	3
23.8738	65	1	92	FullDelay	0	0	1	3
23.9054	61	1	81	LastDelay	0	0	1	4
23.9054	61	1	81	FullDelay	0	0	1	4
23.9266	53	1	98	LastDelay	0.0416411	41641.1	1	2
23.9266	53	1	98	FullDelay	0.0416411	41641.1	1	2
23.9888	69	1	95	LastDelay	0	0	1	9
23.9888	69	1	95	FullDelay	0	0	1	9
24.0564	45	1	90	LastDelay	1.85164	1.85164e+06	1	2
24.0564	45	1	90	FullDelay	1.85164	1.85164e+06	1	2
24.0626	57	1	90	LastDelay	0.0485067	48506.7	1	2
24.0626	57	1	90	FullDelay	0.448507	448507	2	2
24.0688	69	1	90	LastDelay	1.08003	1.08003e+06	1	4
24.0688	69	1	90	FullDelay	1.08003	1.08003e+06	1	4
24.1936	49	1	83	LastDelay	0.0647182	64718.2	1	4
24.1936	49	1	83	FullDelay	0.0647182	64718.2	1	4
24.2141	57	1	92	LastDelay	0	0	1	2
24.2141	57	1	92	FullDelay	0	0	1	2
24.2364	69	1	96	LastDelay	0.0476373	47637.3	1	4
24.2364	69	1	96	FullDelay	0.0476373	47637.3	1	4
24.2459	45	1	75	LastDelay	0.0411304	41130.4	1	5
24.2459	45	1	75	FullDelay	5.44113	5.44113e+06	2	5
24.3054	61	1	83	LastDelay	0	0	1	4
24.3054	61	1	83	FullDelay	0	0	1	4
24.321	65	1	87	LastDelay	0.0472012	47201.2	1	3
24.321	65	1	87	FullDelay	1.4472	1.4472e+06	2	3
24.3304	53	1	87	LastDelay	0.0455093	45509.3	1	4
24.3304	53	1	87	FullDelay	3.24551	3.24551e+06	2	4
24.4107	49	1	84	LastDelay	0.0817976	81797.6	1	6
24.4107	49	1	84	FullDelay	0.0817976	81797.6	1	6
24.4382	45	1	99	LastDelay	0.0333956	33395.6	1	2
24.4382	45	1	99	FullDelay	0.0333956	33395.6	1	2
24.4611	69	1	97	LastDelay	0.0723346	72334.6	1	7
24.4611	69	1	97	FullDelay	0.0723346	72334.6	1	7
24.5188	61	1	84	LastDelay	0.0133414	13341.4	1	8
24.5188	61	1	84	FullDelay	0.0133414	13341.4	1	8
24.6178	57	1	94	LastDelay	0.00367103	3671.03	1	2
24.6178	57	1	94	FullDelay	0.00367103	3671.03	1	2
24.6297	49	1	85	LastDelay	0.100857	100857	1	6
24.6297	49	1	85	FullDelay	0.100857	100857	1	6
24.6473	69	1	98	LastDelay	0.0585058	58505.8	1	9
24.6473	69	1	98	FullDelay	0.0585058	58505.8	1	9
24.659	45	1	100	LastDelay	0.0542121	54212.1	1	2
24.659	45	1	100	FullDelay	0.0542121	54212.1	1	2
24.7395	65	1	93	LastDelay	0.0657261	65726.1	1	4
24.7395	65	1	93	FullDelay	0.0657261	65726.1	1	4
24.7395	53	1	93	LastDelay	1.85459	1.85459e+06	1	4
24.7395	53	1	93	FullDelay	1.85459	1.85459e+06	1	4
24.7742	53	1	99	LastDelay	0.0893033	89303.3	1	4
24.7742	53	1	99	FullDelay	0.0893033	89303.3	1	4
24.8178	57	1	95	LastDelay	0.00369703	3697.03	1	2
24.8178	57	1	95	FullDelay	0.00369703	3697.03	1	2
24.8409	45	1	101	LastDelay	0.0361486	36148.6	1	2
24.8409	45	1	101	FullDelay	0.0361486	36148.6	1	2
24.8664	69	1	99	LastDelay	0.077624	77624	1	5
24.8664	69	1	99	FullDelay	0.077624	77624	1	5
24.8738	65	1	94	LastDelay	0	0	1	3
24.8738	65	1	94	FullDelay	0	0	1	3
24.9478	53	1	100	LastDelay	0.0628809	62880.9	1	4
24.9478	53	1	100	FullDelay	0.0628809	62880.9	1	4
24.9713	61	1	86	LastDelay	0.0658375	65837.5	1	4
24.9713	61	1	86	FullDelay	0.0658375	65837.5	1	4
24.9805	49	1	86	LastDelay	0.25165	251650	1	4
24.9805	49	1	86	FullDelay	0.25165	251650	1	4
25.0093	49	1	87	LastDelay	0.0803705	80370.5	1	6
25.0093	49	1	87	FullDelay	0.0803705	80370.5	1	6
25.0195	57	1	96	LastDelay	0.00531886	5318.86	1	2
25.0195	57	1	96	FullDelay	0.00531886	5318.86	1	2
25.055	69	1	100	LastDelay	0.0662249	66224.9	1	7
25.055	69	1	100	FullDelay	0.0662249	66224.9	1	7
25.065	45	1	102	LastDelay	0.0601873	60187.3	1	2
25.065	45	1	102	FullDelay	0.0601873	60187.3	1	2
25.1054	61	1	87	LastDelay	0	0	1	5
25.1054	61	1	87	FullDelay	0	0	1	5
25.169	49	1	88	LastDelay	0.0401412	40141.2	1	4
25.169	49	1	88	FullDelay	0.0401412	40141.2	1	4
25.1908	65	1	95	LastDelay	0.116991	116991	1	3
25.1908	65	1	95	FullDelay	0.116991	116991	1	3
25.1908	53	1	95	LastDelay	1.90585	1.90585e+06	1	3
25.1908	53	1	95	FullDelay	1.90585	1.90585e+06	1	3
25.2348	69	1	101	LastDelay	0.0460336	46033.6	1	4
25.2348	69	1	101	FullDelay	0.0460336	46033.6	1	4
25.2437	45	1	103	LastDelay	0.0389575	38957.5	1	2
25.2437	45	1	103	FullDelay	0.0389575	38957.5	1	2
25.2786	57	1	97	LastDelay	0.0644465	64446.5	1	2
25.2786	57	1	97	FullDelay	0.0644465	64446.5	1	2
25.3054	61	1	88	LastDelay	0	0	1	4
25.3054	61	1	88	FullDelay	0	0	1	4
25.3382	65	1	96	LastDelay	0.0644158	64415.8	1	3
25.3382	65	1	96	FullDelay	0.0644158	64415.8	1	3
25.3382	53	1	96	LastDelay	1.85328	1.85328e+06	1	3
25.3382	53	1	96	FullDelay	1.85328	1.85328e+06	1	3
25.4177	57	1	98	LastDelay	0.00356705	3567.05	1	2
25.4177	57	1	98	FullDelay	0.00356705	3567.05	1	2
25.4386	45	1	104	LastDelay	0.0338222	33822.2	1	2
25.4386	45	1	104	FullDelay	0.0338222	33822.2	1	2
25.458	69	1	102	LastDelay	0.0692326	69232.6	1	4
25.458	69	1	102	FullDelay	0.0692326	69232.6	1	4
25.4738	65	1	97	LastDelay	0	0	1	3
25.4738	65	1	97	FullDelay	0	0	1	3
25.5369	61	1	89	LastDelay	0.0314709	31470.9	1	4
25.5369	61	1	89	FullDelay	0.0314709	31470.9	1	4
25.5369	49	1	89	LastDelay	0.208032	208032	1	4
25.5369	49	1	89	FullDelay	0.208032	208032	1	4
25.6141	57	1	99	LastDelay	0	0	1	3
25.6141	57	1	99	FullDelay	0	0	1	3
25.6584	69	1	103	LastDelay	0.0696501	69650.1	1	11
25.6584	69	1	103	FullDelay	0.0696501	69650.1	1	11
25.6738	65	1	98	LastDelay	0	0	1	3
25.6738	65	1	98	FullDelay	0	0	1	3
25.7203	53	1	104	LastDelay	0.0353792	35379.2	1	3
25.7203	53	1	104	FullDelay	0.0353792	35379.2	1	3
25.7825	49	1	91	LastDelay	0.0535828	53582.8	1	5
25.7825	49	1	91	FullDelay	0.0535828	53582.8	1	5
25.8177	57	1	100	LastDelay	0.00359306	3593.06	1	2
25.8177	57	1	100	FullDelay	0.00359306	3593.06	1	2
25.8372	45	1	106	LastDelay	0.0324365	32436.5	1	2
25.8372	45	1	106	FullDelay	0.0324365	32436.5	1	2
25.8577	69	1	104	LastDelay	0.068884	68884	1	12
25.8577	69	1	104	FullDelay	0.068884	68884	1	12
25.8738	65	1	99	LastDelay	0	0	1	7
25.8738	65	1	99	FullDelay	0	0	1	7
25.9054	61	1	91	LastDelay	0	0	1	6
25.9054	61	1	91	FullDelay	0	0	1	6
25.9361	53	1	105	LastDelay	0.051149	51149	1	4
25.9361	53	1	105	FullDelay	0.051149	51149	1	4
26.0177	57	1	91	LastDelay	0.00351507	3515.07	1	2
26.0177	57	1	91	FullDelay	2.20352	2.20352e+06	2	2
26.0346	45	1	88	LastDelay	0.0298366	29836.6	1	4
26.0346	45	1	88	FullDelay	4.22984	4.22984e+06	2	4
26.0813	45	1	105	LastDelay	0.476521	476521	1	2
26.0813	45	1	105	FullDelay	0.476521	476521	1	2
26.1159	69	1	105	LastDelay	0.127142	127142	1	10
26.1159	69	1	105	FullDelay	0.127142	127142	1	10
26.1531	61	1	82	LastDelay	0.0476238	47623.8	1	4
26.1531	61	1	82	FullDelay	2.04762	2.04762e+06	2	4
26.1531	49	1	82	LastDelay	0.0242102	24210.2	1	4
26.1531	49	1	82	FullDelay	2.22421	2.22421e+06	2	4
26.1757	53	1	106	LastDelay	0.090804	90804	1	4
26.1757	53	1	106	FullDelay	0.090804	90804	1	4
26.2487	57	1	93	LastDelay	0.0346052	34605.2	1	3
26.2487	57	1	93	FullDelay	1.83461	1.83461e+06	2	3
26.3222	65	1	91	LastDelay	0.0483712	48371.2	1	3
26.3222	65	1	91	FullDelay	2.64837	2.64837e+06	3	3
26.3222	53	1	91	LastDelay	1.83723	1.83723e+06	1	3
26.3222	53	1	91	FullDelay	4.43723	4.43723e+06	2	3
26.3242	61	1	85	LastDelay	0.0187049	18704.9	1	8
26.3242	61	1	85	FullDelay	1.6187	1.6187e+06	2	8
26.4178	57	1	101	LastDelay	0.00364507	3645.07	1	2
26.4178	57	1	101	FullDelay	0.00364507	3645.07	1	2
26.4738	65	1	100	LastDelay	0	0	1	3
26.4738	65	1	100	FullDelay	0	0	1	3
26.4753	45	1	108	LastDelay	0.0704756	70475.6	1	2
26.4753	45	1	108	FullDelay	0.0704756	70475.6	1	2
26.5632	49	1	90	LastDelay	1.03427	1.03427e+06	1	4
26.5632	49	1	90	FullDelay	1.03427	1.03427e+06	1	4
26.5632	61	1	90	LastDelay	0.0577502	57750.2	1	4
26.5632	61	1	90	FullDelay	0.85775	857750	2	4
26.6141	57	1	102	LastDelay	0	0	1	2
26.6141	57	1	102	FullDelay	0	0	1	2
26.6426	45	1	109	LastDelay	0.0378129	37812.9	1	2
26.6426	45	1	109	FullDelay	0.0378129	37812.9	1	2
26.7175	65	1	101	LastDelay	0.043697	43697	1	3
26.7175	65	1	101	FullDelay	0.043697	43697	1	3
26.7175	53	1	101	LastDelay	1.63256	1.63256e+06	1	3
26.7175	53	1	101	FullDelay	1.63256	1.63256e+06	1	3
26.7888	69	1	108	LastDelay	0	0	1	7
26.7888	69	1	108	FullDelay	0	0	1	7
26.8178	57	1	103	LastDelay	0.00365809	3658.09	1	2
26.8178	57	1	103	FullDelay	0.00365809	3658.09	1	2
26.9364	53	1	102	LastDelay	1.6515	1.6515e+06	1	4
26.9364	53	1	102	FullDelay	1.6515	1.6515e+06	1	4
26.9396	65	1	102	LastDelay	0.0658231	65823.1	1	5
26.9396	65	1	102	FullDelay	0.0658231	65823.1	1	5
27.0178	57	1	104	LastDelay	0.00361909	3619.09	1	2
27.0178	57	1	104	FullDelay	0.00361909	3619.09	1	2
27.0426	69	1	109	LastDelay	0.0538451	53845.1	1	8
27.0426	69	1	109	FullDelay	0.0538451	53845.1	1	8
27.044	45	1	111	LastDelay	0.039186	39186	1	2
27.044	45	1	111	FullDelay	0.039186	39186	1	2
27.1492	53	1	111	LastDelay	0.0642299	64229.9	1	3
27.1492	53	1	111	FullDelay	0.0642299	64229.9	1	3
27.1932	49	1	97	LastDelay	0.0642804	64280.4	1	4
27.1932	49	1	97	FullDelay	0.0642804	64280.4	1	4
27.2177	57	1	105	LastDelay	0.0035541	3554.1	1	2
27.2177	57	1	105	FullDelay	0.0035541	3554.1	1	2
27.2738	65	1	104	LastDelay	0	0	1	3
27.2738	65	1	104	FullDelay	0	0	1	3
27.4178	57	1	106	LastDelay	0.0036581	3658.1	1	2
27.4178	57	1	106	FullDelay	0.0036581	3658.1	1	2
27.4469	69	1	111	LastDelay	0.0581488	58148.8	1	8
27.4469	69	1	111	FullDelay	0.0581488	58148.8	1	8
27.4738	65	1	105	LastDelay	0	0	1	3
27.4738	65	1	105	FullDelay	0	0	1	3
27.6409	57	1	107	LastDelay	0.0267267	26726.7	1	2
27.6409	57	1	107	FullDelay	0.0267267	26726.7	1	2
27.641	45	1	107	LastDelay	1.4362	1.4362e+06	1	2
27.641	45	1	107	FullDelay	1.4362	1.4362e+06	1	2
27.6644	45	1	114	LastDelay	0.0596597	59659.7	1	3
27.6644	45	1	114	FullDelay	0.0596597	59659.7	1	3
27.669	69	1	107	LastDelay	1.08025	1.08025e+06	1	11
27.669	69	1	107	FullDelay	1.08025	1.08025e+06	1	11
27.6738	65	1	106	LastDelay	0	0	1	3
27.6738	65	1	106	FullDelay	0	0	1	3
27.7054	61	1	97	LastDelay	0	0	1	3
27.7054	61	1	97	FullDelay	0	0	1	3
27.8178	57	1	108	LastDelay	0.00367111	3671.11	1	2
27.8178	57	1	108	FullDelay	0.00367111	3671.11	1	2
27.8417	45	1	115	LastDelay	0.0369262	36926.2	1	2
27.8417	45	1	115	FullDelay	0.0369262	36926.2	1	2
28.0177	57	1	109	LastDelay	0.00355412	3554.12	1	2
28.0177	57	1	109	FullDelay	0.00355412	3554.12	1	2
28.0343	69	1	114	LastDelay	0.0455046	45504.6	1	9
28.0343	69	1	114	FullDelay	0.0455046	45504.6	1	9
28.2314	57	1	110	LastDelay	0.0172636	17263.6	1	2
28.2314	57	1	110	FullDelay	0.0172636	17263.6	1	2
28.2316	45	1	110	LastDelay	1.42678	1.42678e+06	1	2
28.2316	45	1	110	FullDelay	1.42678	1.42678e+06	1	2
28.2638	45	1	116	LastDelay	0.0590553	59055.3	1	3
28.2638	45	1	116	FullDelay	0.0590553	59055.3	1	3
28.2693	69	1	110	LastDelay	1.08053	1.08053e+06	1	10
28.2693	69	1	110	FullDelay	1.08053	1.08053e+06	1	10
28.4178	57	1	111	LastDelay	0.00369713	3697.13	1	2
28.4178	57	1	111	FullDelay	0.00369713	3697.13	1	2
28.46	69	1	106	LastDelay	0.0712028	71202.8	1	12
28.46	69	1	106	FullDelay	2.0712	2.0712e+06	2	12
28.6325	57	1	112	LastDelay	0.0183763	18376.3	1	2
28.6325	57	1	112	FullDelay	0.0183763	18376.3	1	2
28.6326	45	1	112	LastDelay	1.42781	1.42781e+06	1	2
28.6326	45	1	112	FullDelay	1.42781	1.42781e+06	1	2
28.6512	69	1	115	LastDelay	0.0624001	62400.1	1	10
28.6512	69	1	115	FullDelay	0.0624001	62400.1	1	10
28.6595	45	1	118	LastDelay	0.0547231	54723.1	1	2
28.6595	45	1	118	FullDelay	0.0547231	54723.1	1	2
28.6703	69	1	112	LastDelay	1.08155	1.08155e+06	1	7
28.6703	69	1	112	FullDelay	1.08155	1.08155e+06	1	7
28.7888	69	1	116	LastDelay	0	0	1	8
28.7888	69	1	116	FullDelay	0	0	1	8
28.8287	45	1	113	LastDelay	1.42397	1.42397e+06	1	2
28.8287	45	1	113	FullDelay	1.42397	1.42397e+06	1	2
28.8288	57	1	113	LastDelay	0.0147108	14710.8	1	2
28.8288	57	1	113	FullDelay	0.0147108	14710.8	1	2
28.8542	69	1	113	LastDelay	1.06538	1.06538e+06	1	8
28.8542	69	1	113	FullDelay	1.06538	1.06538e+06	1	8
29.0178	57	1	114	LastDelay	0.00363216	3632.16	1	2
29.0178	57	1	114	FullDelay	0.00363216	3632.16	1	2
29.0738	65	1	111	LastDelay	0	0	1	3
29.0738	65	1	111	FullDelay	0	0	1	3
29.2058	69	1	118	LastDelay	0.0169742	16974.2	1	10
29.2058	69	1	118	FullDelay	0.0169742	16974.2	1	10
29.2178	57	1	115	LastDelay	0.00363216	3632.16	1	2
29.2178	57	1	115	FullDelay	0.00363216	3632.16	1	2
29.4178	57	1	116	LastDelay	0.00368417	3684.17	1	2
29.4178	57	1	116	FullDelay	0.00368417	3684.17	1	2
29.627	57	1	117	LastDelay	0.0129041	12904.1	1	2
29.627	57	1	117	FullDelay	0.0129041	12904.1	1	2
29.6271	45	1	117	LastDelay	1.22229	1.22229e+06	1	2
29.6271	45	1	117	FullDelay	1.22229	1.22229e+06	1	2
29.6584	69	1	117	LastDelay	0.669586	669586	1	8
29.6584	69	1	117	FullDelay	0.669586	669586	1	8
29.8178	57	1	118	LastDelay	0.00365819	3658.19	1	2
29.8178	57	1	118	FullDelay	0.00365819	3658.19	1	2
30.0295	45	1	119	LastDelay	1.22473	1.22473e+06	1	2
30.0295	45	1	119	FullDelay	1.22473	1.22473e+06	1	2
30.0358	57	1	119	LastDelay	0.0216432	21643.2	1	2
30.0358	57	1	119	FullDelay	0.0216432	21643.2	1	2
30.0607	69	1	119	LastDelay	0.671908	671908	1	8
30.0607	69	1	119	FullDelay	0.671908	671908	1	8
